clade_name	WAMP34	WAMP33	WAMP29	WAMP27	WAMP26	WAMP25	WAMP24	WAMP23	WAMP22	WAMP21	WAMP20	WAMP19	WAMP18	WAMP15	WAMP14	WAMP13	WAMP12	WAMP11	WAMP10	WAMP09	WAMP07	WAMP06	WAMP05	WAMP04	WAMP03	WAMP02	TAF018B	TAF018A	TAF017E	TAF017C	TAF017A	TAF008B	PYK005A	PYK004A	PYK003A	PYK002A	PYK001A	OAK005A	OAK004A	OAK003A	OAK002A	OAK001A	ESA008A	ESA007A	ESA006A	ESA004A	ESA003A	ERR3579826	ERR3579825	ERR3579824	ERR3579823	ERR3579822	ERR3579821	ERR3579820	ERR3579819	ERR3307054	ERR3307053	ERR3307052	ERR3307051	ERR3307050	ERR3307049	ERR3307048	ERR3307047	ERR3307046	ERR3307045	CS48	CS47	CS46	CS45	CS44	CS43	CS42	CS40	CS39	CS38	CS37	CS36	CS35	CS34	CS33	CS32	CS31	CS30	CS29	CS28	CS27	CS26	CS24	CS23	CS22	CS21	CS20	CS19	CS18	CS17	CS16	CS15	CS14	CS13	CS12	CS11	CS10	CS09	CS08	CS04	CS03	CS02	CS01	CHS36	CHS31	CHS29	CHS27	CHS26	CHS22	CHS14	CHS03	CHS01	Abusir1594	Abusir1574	Abusir1519	Edo10	Edo9	Edo8	Edo4	Edo3	Edo2	Edo1
Aggregatibacter_aphrophilus	2.44511	0	0.00452	0.02852	0.00053	0	0.55661	0.27794	0.10909	0.00034	0.22713	0	0.15682	4.79516	0.11084	0	0	8.53931	0.39682	0	0.13601	0.2944	0	8.67858	3.95957	0.15511	0.1889	0	0	1.76071	0	0	0	0.09548	0	0.00682	0	0.05838	1.31441	0.00662	3.33206	0	0.00393	0	0.12251	0.22054	0.48231	0.02116	0	0.06753	6.48191	0.00989	0	1.18298	0	0.00477	0.13796	2.38997	0	0.00034	0.07971	0.17382	0.71991	20.64764	14.37947	0	0.04213	0.24916	2.48852	0.64326	0	0.19813	0	0.01576	0	0.01353	0	0.00605	0.12075	0.7478	0.01715	0.57565	0.32661	0.4757	0	0	0	0.94826	0.48113	0.0071	0.00686	0	0.85281	28.90354	0.02022	7.90145	0.05949	0	1.31229	0.07328	0	0.77534	0	0.51631	0	0	0	0.00466	0	0.00109	0	0	0	0	0.02463	0.03321	0	0.04263	0	0.11614	0	0	0	0	0.26206	0	0
Slackia_exigua	0	0.12698	0.1156	0.01489	0.03669	0	0	0.11449	0.01007	0.0728	0.07227	0.08531	0.11464	0.025	0.02348	0.2174	0.08955	0.01649	0	0.02667	0.11249	0.04433	0.10902	0.00529	0.14953	0.05739	0.87192	0.2514	0	0.33316	0	0.33951	0.05345	0.10695	0.09536	0.19598	0.01962	0.11765	0.02302	0.02818	0.0933	0	0.00477	0.05321	0.02291	0	0.01606	0.04415	0.02642	0.14566	0.08373	0.0236	0.01146	0.00257	0.072	0.33935	0.1107	0.08767	0.02444	0.00851	0.01041	0.0512	0.19616	0	0	0	0.09833	0.14114	0	0.71108	0	0.01907	0.48509	0.04598	0.08697	0.13183	0	0.01058	0	0.27381	0.11158	0.038	0.05087	0	0.00243	0	0.02137	0.01589	0.03138	0.05774	0.07222	0.00747	0.01911	0	0.08162	0.00092	0.17627	0	0.01619	0.17626	0.16434	0.03008	0.07657	0.15097	0.36238	0.02839	0.21292	0.06063	0.00574	0.06078	0	0	0	0.00527	0.02015	0.00566	0	0.01252	0	0.03809	0.02643	0.05364	0	0.01014	0	0.00924	0.011
Tannerella_sp_oral_taxon_HOT_286	0.10057	0.0049	0.00508	0.01531	0	0	0.37558	0.47373	0.03249	0.04391	0	0.01878	0.05535	0.67161	0.87945	0.04863	0	0.28262	0.13085	0	1.01377	0.06842	0.03218	0.30312	0.2916	1.24182	0.46657	0.08861	0	0	0	0.12447	0	0.27179	0	0.10922	0	0.34296	0.01961	0	0.03639	0	0.00196	0.07338	0.03938	0.13096	0.08839	0.00906	0.1323	0.0347	0.04562	0.43626	0.11767	0.17248	0.25747	0.13682	0.02637	0.28968	0.21838	0.12924	0.07764	0.12205	0.28074	0.07574	0.05829	0	0.03182	0.87519	0.04324	1.1951	0	0.05246	0	0.00833	0	0	0	0	0.01262	0	0.00259	0.02103	0.09794	0.10185	0	0	0	0.16672	0.17466	0.10741	0	0	0.1588	0	0	0.10461	0.17234	0.59213	0.5719	0.03079	0	0.08819	0.083	0.02783	0	0	0	0.29119	0	0.00277	0	0	0	0	0	0.01239	0	0.00227	0	0.08579	0	0	0	0	0.15149	0	0
Capnocytophaga_granulosa	0.00423	0.00345	0	0.01011	0	0	0.36565	0.20234	0.03627	0.00082	0	0	0.02058	0.33381	0.21436	0.05072	0	0.41168	0	0	0.29701	0	0.05523	0.37844	0.13233	0.3443	0.41458	0	0	0.03448	0	0.00746	0	0.04385	0	0.04008	0	0.00187	0.06784	0	0.01465	0	0.00317	0	0.03433	0.36856	0.1537	0.2718	0.69566	0.01426	0.00916	1.04565	2.21278	0.05371	1.46468	0.06161	0.10267	0.0438	0.06742	0.10401	0.9328	1.14802	0.43987	0.01735	0.40544	0	0.10125	0.89124	0.24195	0.16993	0	0.17832	0	0.0029	0	0	0	0	0.4617	0.12402	0.00257	0.13094	0.15039	0.1627	0	0	0	1.08717	0.49782	0.71288	0	0.02309	0.29805	0.0509	0	0.18352	0.20718	3.89173	0.66548	0.10382	0	0.24428	0.08993	0.6982	0.0124	0.01334	0	1.6202	0	0	0	0	0	0	0	0.00409	0	0.00204	0	0.1344	0	0	0	0	0.03931	0	0
Actinomyces_oricola	3.21995	0.00487	0.0349	0.28898	0.00058	0.23343	0.05451	0.31728	0.02882	0.16024	0.2015	14.40248	0.55911	0.04232	0.0046	0.03985	1.73322	0.05235	0.00536	1.10067	0.009	1.05776	2.26945	0.05497	0.21308	0.16503	0	0	0	0	0	0.00682	8.29221	4.69825	8.38686	0.00716	0.19968	0.01159	0.00597	0.00148	0.01523	0.00295	0.03283	1.4393	0.06184	0.1072	0.19495	0.00209	0.00125	0.00063	0.00045	0.22552	0	0.0005	0.00012	0.00156	0.00165	0.00171	0	0	0.00142	0.00225	0.00118	0	0	0.45176	0.54238	0.01714	0.25594	0.00073	1.01419	0.39105	1.07528	0.3044	0	0.15046	0	0	0	0	0.00049	0.00044	0.11045	0.00354	0.94967	0	0.38244	0.05032	0.00264	0.02402	3.71544	0	0.33777	0.04939	0	0	0	0.17749	0.11284	0.82641	0	0.51495	0.00269	0.0012	0	0.55152	0	0	0.37126	0.01332	0	0.0036	0.00791	0	0.00008	0.00175	0.0044	0	0	0.00117	0	2.12973	0.09234	0.51958	0	1.95933	0.16771
Abiotrophia_sp_HMSC24B09	0.61237	0.00084	0	0.0539	0	0	0.70345	0.00582	0.05431	0.01286	0	0	0.35807	2.48193	0.08802	0	0	2.9448	0.51058	0	0.0347	0.53312	0.00087	2.79387	1.501	1.47828	0.00935	0	0	1.2647	0	0.00325	0	0.67023	0	0	0	0.00557	0.01973	0	0.27975	0	0.09665	0.01373	0.01021	0	1.30981	0.01926	0.01247	0.67951	1.16138	0.70308	1.90917	0.2024	0.09056	0	0.02086	0.34598	4.26813	4.40555	0.03009	0.23906	0.39063	0.16457	0.16327	0	0.01075	0.39012	3.57385	1.81441	0	2.75446	0	0.03426	0	0.00671	0	0	1.73271	0.19944	0.07648	0.22077	0.50555	3.08088	0	0	0	0.14097	2.45922	0.03195	0.06042	0.00293	2.61904	5.51519	0.00519	7.40324	0.24782	0	4.38843	0.03499	0	2.00839	0.02239	3.68055	0	0	0	0	0	0	0	0	0	0	0	0.02903	0.01005	0.00749	0	0.00969	0	0	0	0	7.56976	0	0
GGB12790_SGB19844	0.01778	1.23217	0.00054	0.4481	0	0	0.42695	0	0.33725	0	0	0	0.27509	0.04956	0	2.21647	0	0	0	0.29954	0.39039	0.37829	0.06411	0	0.10616	0.05116	0	0	0	0	0	0	0	1.71053	0	6.7088	0	0	0	0	0	0	0.30087	2.68377	0.17027	0.5014	0.28962	0.12721	0.33908	1.27016	0.08346	0.52767	0.40854	1.2767	0.03532	0.71989	0.11006	2.92147	0.1705	0.25461	0.07141	0.17216	0	0.03017	0	0	0.04701	1.51579	0	0	0	0	0	0.16906	0	0.00876	0	0.01984	0.17705	0.05863	0.018	0.28335	0	0.01042	0	0	0	0.29237	0.16522	0.02041	0	0.016	0	0	0.13507	0.21371	0.48341	0.58008	0.24812	0.47133	0.06	0.03373	0.28988	0.00106	0.2853	0.01901	0	1.80348	0	0.0165	0	0	0.00208	0.00665	0	0.00248	0.1206	0	0	0	0	0.00138	0	0	0	0	0
Cardiobacterium_hominis	0.40896	0.0037	0	0.01251	0	0	0.42457	0.1163	0.04159	0	0	0	0.02669	0.08146	0.44706	0.00714	0	0.73124	0.01459	0	0.7617	0.01248	0.01021	0.7307	0.22322	0.55228	0	0	0	0	0	0	0	0.42656	0	0.00801	0	0.02526	0.21797	0	0.80389	0	0.02329	0	0.25922	0.4072	0.50532	0.4522	2.29892	0.75715	0.65621	1.50266	0.16846	2.23004	0.20435	0.08722	0.01595	0.20059	0.97584	3.15509	0.22468	1.59564	0.2739	0.81996	0.33621	0	0.04036	0.04083	0.62249	0.53584	0	0.09376	0	0	0	0	0	0	1.50623	0.2305	0.00135	0.00744	0.29517	0.09115	0	0	0	0.21266	0.83859	0.01571	0	0	0.12981	0	0	0.31336	0.04968	0.14081	0.95147	0.02104	0	0.17879	0.00457	0.39983	0	0.00483	0	0.8073	0	0	0	0	0	0	0	0.00341	0	0	0	0.10543	0	0	0	0	0.23707	0	0
GGB4400_SGB6074	0.15193	0.00278	0	0.03995	0	0	0.09277	0.17875	0.02566	0	0	0	0.00091	0.11579	2.4024	0.0137	0	0.77215	0	0	0.38849	0.06843	0.02956	0.82044	0.28477	0.26355	0.47303	0	0	0.0412	0	0	0	0.01445	0	0	0	0.02298	1.11316	0	0.53329	0	0	0	0.09146	1.05299	0.00626	0.36808	0.3897	0.28663	1.43707	0.27707	0.31154	0.30306	0	0.12842	0	0.08859	0	0	0	0.20262	1.25458	0.26451	0.33756	0	0.02752	0.04827	0.18688	0.45452	0	0.01679	0	0.10402	0	0	0	0	0.62296	0.40093	0.00297	0.02047	0.84904	0.1567	0	0	0	1.98861	3.25487	0.13656	0.0104	0.00431	0.62597	0	0	1.516	0.0594	0.79166	0.45049	0.07156	0	0.13235	0.01287	0.93629	0.06857	0.01229	0	1.38162	0	0	0	0	0	0	0	0.02456	0	0.01367	0	0.7675	0	0	0	0	0.02879	0	0
Rothia_aeria	0.13421	0	0	0.00378	0	0	0.66109	0.30635	0.01296	0	0	0	0.0252	0.67194	0.26591	0.00167	0	0.34698	0	0	0.35581	0	0.00059	0.36158	0.40431	0.06157	0.01883	0	0	0.01329	0	0	0	0.07645	0	0	0	0.03183	1.35726	0	7.74998	0	0.01177	0	0.18063	0.11727	0.32662	4.16797	0.80138	2.20823	1.86728	4.1212	0.18805	1.05484	1.40561	0.11493	0.00748	0.55767	1.9629	0	5.97761	2.20497	2.63227	0.32468	4.58914	0	0.00933	0.00083	5.99406	0	0	1.39543	0	0	0	0	0	0	3.05066	0.04607	0.00775	0.00015	0.10579	0.36028	0	0	0	0.21141	1.11673	0.06173	0.00422	0	0.73972	0.13875	0	0.28758	0.04843	0.01754	1.11069	0	0	1.8796	0.00245	2.99526	0	0	0	0.12488	0	0	0	0	0	0	0	0.01934	0	0.03897	0	4.27249	0	0	0	0	3.51636	0	0
Actinomyces_massiliensis	0.654	0.05475	0.00988	0.06774	0	1.05503	1.40002	0.04119	0.746	0.01247	0.0161	0.14412	0.08657	0.04151	2.19757	0.0348	0.01914	0.12598	0	0	1.68075	0.50542	0.01196	0.12301	0.57775	0.08878	0	0	0	0	0	0.00521	0.00281	1.85649	0.01585	0.08841	0.47458	0.02829	0.00756	0.01096	0.00293	0	0.28624	0.02476	1.92374	1.74587	0.24754	2.79091	0.76665	0.31785	0.03307	1.00934	0.00443	0.99293	0.02697	0.05707	0.01268	0.22608	0.74987	0.04459	1.72267	0.41427	0.29807	0	0.0113	0	0.02799	0	0.14074	5.51958	0	0.09503	0	0.01476	0	0	0	0	0.00287	0.37703	0.01773	0.0134	2.41826	0.0248	0	0	0	0.03584	0.67264	0	0.04625	0.00032	0.20569	0	0.35779	0	0.40725	0.04844	0.06771	0.00856	0	0.02824	0.01604	1.09989	0.54659	0.00625	0	0.03107	0	0.86125	0	0.00176	0.00601	0.00323	0.00353	0.29103	0.01523	0.00385	0	0.00058	0.00788	0	0	0	0.10809	0.00238	0
Arachnia_SGB15898	0.14504	0.0431	0.12629	0.03973	0	0	0.17951	0.11845	0.81022	0.03757	0.01154	0.22289	0.17022	0.33059	0.00592	0.07144	0.15594	0.05142	0.10366	0.49956	0.09672	1.53202	0.00139	0.02198	0.50981	0.027	0.46146	0.47528	0	5.86684	0	0.35828	0	0.98154	0.00463	0.05386	0.66487	1.16568	1.94601	0.03818	0.42285	0	0.23131	0.03474	0.25522	0.21004	0.20125	0.59057	0.85097	0.01989	0.23126	0	0	0.05437	0	0.03071	0.00609	0.00956	0	0	0.00292	0.00543	0.0623	0	0	0	0.10973	0.00626	0	2.33407	0	0.03583	0	0	0	0	0	0	0	0.01707	0.01164	0.01207	0	0.01322	0	0	0.18222	0.01829	0.39659	0	0.44391	0	0.03687	0	0.0126	0.21162	0.40503	0	0.15513	0	0.05284	0.02237	0.01999	0.07182	0.06079	0	0	0	0	0.07238	0.0846	0	0.01599	0	0	0.04185	0.00155	0.02051	0	0.02867	0	0	0	0	0.03934	0.00239	0.01668
GGB49229_SGB69060	0	0.06935	0.47741	0.03058	0.00703	0	0.02027	0.00822	0.04462	0.03144	0.05526	0.03741	0.05085	0.02021	0	0.11986	0.02628	0.09386	0	0	0.04065	0	0.02462	0.08311	0.09127	0.01339	0.03151	0	0	0	0	0.06425	0.04838	0.00753	0.30836	0.12075	0.06955	0	0	0	0	0	0.04511	0.01375	0.02189	0.0121	0.07227	0.01715	0.02563	0.13027	0.33781	0.15324	0.04781	0.10172	0.45731	1.473	0.86602	0.2543	0.00275	0.04787	0.09994	0.13984	0	0.0042	0.02167	0	0.03515	0.00275	0	0.20308	0.01202	0.04742	2.28246	0.05977	0.04407	0.16413	0.11982	0.1199	0.06026	1.51972	0.27626	0.16211	0	0.00346	0.21113	0	0.04507	0.10372	0.10018	0.06437	0.09436	0.01233	0.12131	0	0.27342	0.03166	0.21613	0	0	0.11853	0.25326	0.11201	0.04234	0.01475	0.69583	0.00937	0.3174	0.40042	0	0.15397	0	0.00672	0.00203	0	0.00926	0.00131	0.00103	0.00813	0	0.02272	0	0.00828	0	0.00282	0	0	0
Capnocytophaga_SGB2480	0.20099	0.00062	0	0.0068	0	0	0.12362	0.02175	0.00519	0.00431	0	0	0	0.09436	0.30782	0	0	0.16309	0.002	0	0.23545	0.03334	0.02393	0.15894	0.06423	0.09484	0.09009	0	0	0.11743	0	0.0018	0	0.10893	0	0	0	0	0.05059	0	0.41082	0	0	0	0.00095	0.16354	0	0.19749	0	0.65915	0.20443	0.58786	0.0188	1.02907	0.24256	0.08649	0	0.06047	4.36815	0	0.84829	0.3449	0.6802	0.00348	0.02382	0	0.0092	0.02938	0.74729	1.16138	0	0.05102	0	0	0	0	0	0	1.14259	0.22828	0.0012	0.09202	0.03906	0.20563	0	0	0	2.06857	1.30447	0.1712	0.00115	0	1.03139	0	0	1.39479	0.03096	0	1.60857	0.08066	0	0.60972	0.00328	0.35282	0	0.00498	0	0.79969	0	0	0	0	0	0	0	0.00081	0	0.00185	0	0.26273	0	0	0	0	0.13585	0	0
Peptoanaerobacter_SGB6621	0.03008	0.00074	0	0.01894	0	0	0.04473	0.00108	0.0097	0.00745	0	0.0032	0.04591	0.44507	0	0.02339	0	0.50584	0.12329	0	0.31532	0.16988	0	0.55179	0.87658	0.52249	0.05304	0	0	0.70676	0	0.00068	0	0.20939	0	0.11681	0	0.00449	0.01564	0	0.04766	0	0.08093	0.00857	0.00269	0.05779	0.5367	0.06968	0.16437	0	0.72266	0	0	0	0	0	0.08565	0.31799	0	0	0	0.10789	0.40639	0.30421	0.0703	0	0.02946	1.14971	0.58469	0	0	0.79385	0	0	0	0.06343	0	0	0.98444	0.01064	0.05637	2.20632	0.36653	2.06341	0	0	0	0.04809	2.41417	0.66113	0	0.00293	1.03634	0.50956	0	0.46606	0.02638	0	3.847	0.71182	0	4.61584	0.08902	0.12407	0.083	0	0	0.02574	0	0.01353	0	0	0	0	0	0.03683	0	0	0	0.15658	0	0	0	0	0.71072	0	0
Treponema_lecithinolyticum	0.01065	0.07331	0.13739	0.04337	0.01701	0	0.00138	0.12104	0.10918	0.00374	0.04453	0.02337	0.04504	0.01368	0.02584	0.11483	0.03978	0	0	0	0.00273	0	0.03819	0	0.02633	0	0	0	0	0	0	0.01773	0.0112	0.0133	0.0985	0.19582	0.23968	0.25235	0	0.10306	0	0.09276	0.04656	0.02648	0.21508	0.00791	0.08426	0	0.03401	0.17996	0.03522	0	0	0	0	0.00238	0	0.00043	0	0	0	0.13277	0.30131	0	0	0.0799	0.25497	0	0	0	0.08157	0.02747	0.67807	0.13837	0.08306	0.03133	0.56052	0.58773	0.00944	0.71509	0.46176	0.02316	0.44618	0	0.01824	0.10839	0.2876	0.03727	0.01958	0	0.17793	0.08754	0.13673	0	0.01889	0.1184	0.12957	0	0	0.21802	0.13602	0.03971	0.06526	0.15168	0.53716	0.02225	0.07499	0.15012	0.0095	0.48008	0	0.06183	0.05541	0	0.09505	0.04213	0.04836	0.00747	0	0.00878	0.03744	0.01141	0.0422	0.00832	0	0.15384	0.00872
GGB12783_SGB19821	0	0.07409	0	0.00832	0	0	0.10999	0.0065	0.0569	0.08759	0.00375	0.02179	0.05965	0.39266	0.02135	0.0189	0	0.17374	0.01826	0	0.97449	0.3771	0.04936	0.16605	0.07376	1.33362	0.09605	0.0074	0	0.60251	0	0.04572	0	0.19847	0	0.01895	0	0	0.02336	0	0	0	0.25905	0.02199	0.06802	0	0.07063	0.48463	0.09444	0	0.43415	0.05283	0.0239	0	0	0	0.00131	0.04666	0	0	0	0.08291	0	0.13738	0.03399	0	0.05878	0.34734	0.0811	0.18065	0	0.41839	0	0.02378	0	0.00433	0	0	0.14561	0.00726	0.04788	0.18222	0.01729	0.2141	0	0	0	0.1122	0.46285	0.51436	0	0.02178	0.14797	0.25967	0	0.03754	0.28674	0	0.38064	0.12968	0	2.53772	0	0.12889	0	0	0	0	0	0.0811	0	0	0	0	0	0.03471	0.00077	0.00166	0	0.18078	0	0	0	0	1.7768	0	0
Streptococcus_constellatus	0.09382	0.12	0.07798	0.04185	0	0	0.02459	0.33886	0.04036	0.01625	0.09981	0.07753	0.2072	0.01068	0	0.23712	0.27511	0	0	0.01386	0.00156	0.01313	0.07138	0	0.08834	0	0	0	0	0	0	0.02319	0	0.13557	0.14543	0.14045	0.04224	0.01965	0	0.09731	0	0.03448	0.03388	0	0.09968	0.06446	0.04811	0	0	0.02679	0.05171	0.00508	0	0.02745	0.31417	0.03581	0	0.05031	0	0	0.01552	0.01548	0	0	0	0	0.26349	0	0	0	0	0.02596	0.02501	0.11096	0.07748	0.02849	0	0.15266	0.43232	0.25181	0.26469	0	0	0	0	0	0	0.02544	0.13291	0	0.03358	0	0.08286	0.05902	0	0.16643	0.24825	0	0	0.01745	0.1479	0.05986	0.09486	0	0.19536	0.01233	0.06351	0.84949	0.0061	0.24087	0.14281	0.00483	0.36035	0.01244	0.01905	0.29516	0.37215	0.00642	0	0.04294	0	0.22282	0	0.00069	0	0.07221	0
Prevotella_saccharolytica	0	0.01319	0.0025	0.00765	0	0	0.04908	0.07579	0.03461	0.01156	0	0.01344	0.00932	0.05353	0.20964	0.05914	0	0.05198	0	0	0.11934	0.01325	0.00829	0.04849	0.13673	0.19352	0.09786	0	0	0.06508	0	0.03604	0	0.08402	0	0.01467	0	0.10012	0.17113	0	0.02207	0	0.03709	0.0181	0.02275	0.05256	0.17534	0.04727	0.06764	0.03981	0.02443	0.16147	0.07116	0.07691	0	0.06052	0.00939	0.12724	0.04534	0.20335	0.04494	0.06233	0.30546	0.02077	0.00539	0	0.05499	1.35543	0	0.81216	0	0.10106	0	0.06172	0	0	0	0	0.03404	0.02057	0.00458	0.05896	0.1589	0.02397	0	0	0	0.43973	0.18493	0.11521	0	0.01161	0.12485	0.09477	0	0.07273	0.16525	3.60038	0.52545	0.20216	0.00357	0.03269	0.1715	0.13893	0.04838	0	0	0.14136	0	0.00911	0	0	0	0	0	0	0	0.00054	0	0.01295	0	0	0	0	0	0	0
Catonella_morbi	0	0.01984	0.01119	0.01709	0	0	0.04846	0.03213	0.04046	0.03418	0.00201	0.02833	0.03649	0.10255	0.06234	0.12065	0.00322	0.14277	0	0	0.07236	0.02623	0.00268	0.14291	0.31299	0.19646	0.07848	0	0	0.19716	0	0.06403	0	0.05421	0	0.03585	0	0.28722	0.07525	0.01321	0.04947	0	0.08726	0.03422	0	0.00319	0.07992	0.05017	0.14432	0.05037	0.01871	0.12269	0.00902	0.03163	0	0.07839	0.00479	0.02534	0.02697	0.02476	0.01833	0.06044	0.34092	0.00873	0.01079	0	0.10378	3.06377	0	0.78412	0	0.26338	0	0.08389	0	0.01403	0	0	0.02513	0.05538	0.01947	0.31529	0.01986	0.04713	0	0	0	0.15774	0.13092	0.0941	0	0	0.0723	0.01653	0	0.0271	0.16892	0.37288	0.13948	0.13893	0.01039	0.15692	0.30267	0.34395	0.10603	0.00038	0	0.18059	0	0	0	0	0	0	0	0	0	0.0039	0	0.0238	0	0	0	0	0	0	0
Actinomyces_johnsonii	0.02065	0.04686	0.07417	0.01145	0	0	0.08463	0.66104	0.0891	0.01176	0.18402	0.11379	0.22456	0.09681	0.45083	0.00767	0.02041	0.00688	0.19765	0.04136	0.08324	0.06114	0.02781	0.02355	0.08222	0.15321	0.17488	0.41156	0	0.35353	0	0.31809	0	0.15463	0	0.00764	0.05924	0.44332	1.60698	0.00274	0.64473	0	0.33533	0.02605	0.05197	0	0.22422	0.13552	0.10604	0.01313	0.00662	0.48514	0	0	0.00165	0.23795	0.00421	0.01237	0.06814	0	0.01267	0.03126	0.33746	0	0.01504	0	0.03626	0	0	0	0	0.01951	0	0.0022	0	0	0	0	0	0	0.01713	0.01625	0.061	0	0	0	0.021	0	0.06837	0	0	0	0.00947	0	0.037	0	0.16916	0	0.01684	0.117	0.01073	0.03269	0.03408	0.095	0	0.00684	0	0.08808	0	0.38071	0	0	0	0	0.06402	0.05898	0.0182	0.00585	0	0.00435	0	0	0	0	0.09008	0	0
Granulicatella_adiacens	0.0867	0	0	0.00412	0	0	0.05073	0.02111	0.00717	0	0	0	0.00307	0.20525	0.00482	0	0	0.32196	0.05604	0	0.01462	0	0	0.30868	0.24534	0.0862	0.06836	0	0	0.3501	0	0	0	0.05583	0	0.01977	0	0.003	0.03821	0	0.14153	0	0.00847	0	0.00165	0.00297	0.13854	0.01722	0.13905	1.14288	0.23888	0.12884	0.5278	0.021	0.46942	0.00415	0.05868	0.25212	0.3363	0.59135	0.85354	0.24917	0.23838	1.75483	0.27914	0	0.02324	0.04379	0.75222	0.36497	0	0.48515	0	0	0	0	0	0	0.44102	0	0.03001	0.06029	0	1.34964	0	0	0	0.01621	0.35979	0	0	0	0.4391	2.64399	0	0.4467	0.03956	0	0.20387	0.0063	0	0.19413	0	0.43681	0	0	0	0.01906	0	0	0	0	0	0	0	0.00116	0	0	0	0.0123	0	0	0	0	0.58318	0	0
GGB3388_SGB4476	0.02189	0.01368	0	0.02239	0	0	0.11384	0.09902	0.02339	0.00891	0	0.02059	0.02411	0.17822	0.15099	0.06746	0	0.4185	0	0	0.26911	0.16064	0.02899	0.4471	0.29572	0.51196	0	0	0	0	0	0	0	0.02871	0	0.02983	0	0	0	0	0	0	0	0.01031	0.03135	0.15334	0.25765	0.02856	0.22219	0.1294	0.01985	0.06474	0.20954	0.0399	0	0.03257	0	0.09126	0	0.17215	0.06454	0.16276	0.21971	0.04518	0.12979	0	0.00915	1.02791	0.03717	0.12648	0	0.09499	0	0	0	0	0	0	0.39786	0.07375	0.00215	0.08679	0.14922	0.06976	0	0	0	0.51942	0.70669	0.46458	0	0	0.07238	0.01142	0	0.31133	0	1.33289	0.21902	0	0	0.05503	0.09225	0.16377	0	0	0	0.3808	0	0.00948	0	0	0	0	0	0.01857	0	0	0	0	0	0	0	0	0.00073	0	0
GGB1472_SGB2037	0.00935	0.00486	0	0.00939	0	0	0.22168	0.00896	0.00341	0.01674	0	0	0.15005	0.64636	0.01825	0	0	0.53878	0.04578	0	0.21158	0.06463	0.00045	0.52507	0.73723	0.87465	0	0	0	0.47214	0	0.00007	0	0.06738	0	0.01085	0	0.01622	0.14378	0	0.23043	0	0.00866	0	0.00245	0.04113	0.23215	0.08192	0	0.4788	0.10028	0	0	1.08906	0	0.00459	0.00884	0.16612	0.02941	1.18399	0.1445	1.20315	1.23138	0.11148	0.198	0	0.00198	0	0.45598	0.1428	0	0.31388	0	0	0	0	0	0	0.33631	0.14314	0.01768	0.09813	0	1.00423	0	0	0	0.09018	0.25562	0	0	0	0.02201	0.76925	0	0.96781	0.10771	0	0.59039	0	0	1.03244	0	0.24399	0	0	0	0	0	0	0	0	0	0	0	0.00045	0	0	0	0.0488	0	0	0	0	0.5335	0	0
GGB1833_SGB2477	0.23933	0	0	0.00597	0	0	0.02361	0.01714	0.00149	0	0	0	0	0.12066	0.08124	0	0	0.57846	0	0	0.01984	0.01931	0.00236	0.53808	0.06665	0.0294	0	0	0	0	0	0	0	0.04798	0	0	0	0	0.02116	0	0.29328	0	0	0	0	0.02729	0.00613	0	0.13748	0.45602	1.20815	0.02783	0.98345	0.6111	0.00528	0	0.02889	0.41496	0	0	0.19533	0.0609	0.31939	0.91262	0.34613	0	0.00129	0.05098	0.17118	0.12852	0	0.62171	0	0	0	0	0	0	0.97634	0.13176	0.0574	0.03122	0.17987	2.78201	0	0	0	0.79483	0.67286	0.09225	0.01933	0	1.3068	4.23748	0	0.3315	0	0	0.83408	0.19523	0	0.20489	0	0.22972	0	0	0	0.07048	0	0	0	0	0	0	0	0	0	0.00783	0	0.06761	0	0	0	0	0.20198	0	0
Peptostreptococcus_stomatis	0	0.00835	0.00797	0.05135	0	0	0.02532	0.08889	0.02304	0.07847	0.10552	0.13602	0.08503	0.17742	0	0.36291	0.03077	0.14614	0.04616	0	0.55227	0.25588	0.00988	0.1309	0.32927	0.08934	0.33143	0	0	0	0	0.0504	0	0.08476	0.05048	0.03016	0	0.01331	0	0.00758	0.00154	0	0.29785	0.02939	0	0	0.1611	0.00068	0.01003	0.01803	0.03432	0.04062	0	0.05291	0.2017	0.02533	0.03813	0.13579	0.00881	0	0	0.02019	0.04682	0	0	0	0.06231	0	0.00372	0.16187	0	0.02315	0	0.02135	0	0.01382	0	0.00228	0.18575	0.05918	0.0241	0.07795	0	0.02858	0	0	0	0.28648	0.06723	0.3451	0	0	0.00858	0	0.14516	0	0.26536	0	0.03663	0.01107	0.07738	0.25722	0.00729	0.14875	0.02294	0	0	0.01924	0	0.01201	0	0	0.00561	0.0059	0	0.14655	0.92205	0.0647	0	0.05933	0	0.02485	0	0	0.03787	0	0
